A	@@@noun::e
share	@@@noun::yoga/Seyara/hissA/hala_kA_Pala/BAga/aMSa-viBAjana/aMSa@@@verb::prayoga_karanA/hissA_karanA/hissA_bAztanA/bAztanA/bAzta_lenA/bawAnA/bAMta_xenA/BAga_lenA/AxAna-praxAna_karanA/Apasa_meM_bAztanA/anukaraNa_karanA
sharecropper	@@@noun::batAIxAra
shareholder	@@@noun::hissexAra
shareholding	@@@noun::hissexArI
shareowner	@@@noun::aMSaXArI
sharia	@@@noun::SarIawa
shariah	@@@noun::SarIawa
shark	@@@noun::XoKebAjZa/uswAxa/SArka@@@verb::XoKebAjZI_karanA/SArka_kA_SikAra_karanA
sharp	@@@adjective::xurAroha/wIvra/wIkRNa/wIKA/wejZa/vyarga/viRama/uwsuka/urga/ucca/spaRta/sAPZa/sakriya/rUKA/PurwIlA/praKara/pracaMda/pEnI/pEnA/nukIlA/nokaxAra/koNIya/katu/kaTora/karNaBexI/KArA/kadZuA/KadZA/hoSiyAra/DAlU/cOkasa/cOkanA/camakIlA/cAlAka@@@adverb::XyAna_se/wIvrawA_se/wejZI_se/TIka-TIka/sahasA@@@noun::UzcA_svara/ucca_svara/sUI/suI@@@verb::UzcA_caDAnA/ucca_svara_meM_sunAnA/TaganA/AvAja_wejZA_uTnA
sharpen	@@@verb::wejZa_karanA/wejZa_ho_jAnA
sharpener	@@@noun::weja_karane_vAlA/SArpanara
sharpish	@@@adjective::kuCa_wejZa_sA@@@adverb::PZurwI_se
sharply	@@@adverb::wejI_se/katuwApUrvaka
sharpness	@@@noun::wIvrawA/wIKApana/spaRtawA/rUKApana/pEnApana/kuSAgrawA
sharpshooter	@@@noun::acCA_niSAnebAjZa
shatter	@@@verb::XakkA_xenA/WakA_xenA/PAdZanA/naRta_kara_xenA/cUra-cUra_kara_xenA
shattered	@@@adjective::Xvaswa/cUra-cUra
shattering	@@@adjective::vikRubXa_kara_xene_vAlA/BIRaNa/bahuwa_wejZa@@@noun::wodZa-PodZa/cUra-cUra_honA
shatteringly	@@@adverb::awyaXika
shave	@@@noun::hajZAmawa@@@verb::xADI_banAnA/muzdZanA/kama_karanA/CIlanA/bAla-sAPZa_karanA
shaved	@@@adjective::muzdZA_huA
shaven	@@@adjective::muzdA_huA
shaver	@@@noun::rejZara/baccA
shavings	@@@noun::Cilana
shawl	@@@noun::Sala
she	@@@noun::mAxA/aOrawa@@@pronoun::vaha
sheaf	@@@noun::puliMxA/gatTA
shear	@@@verb::tUta_jAnA/kAtanA/bAla_kAtanA
sheared	@@@adjective::muMdiwa
shears	@@@noun::CaztAI_kA_kEMcA
sheath	@@@noun::myAna/koRa/garBa_niroXaka_AvaraNa/cuswa_poSAka/AvaraNa
sheathe	@@@verb::myAna_meM_raKanA/GusA_xenA/DAzka_xenA
sheathed	@@@adjective::myAna_meM_raKA/AcCAxiwa
shed	@@@noun::Cappara@@@verb::uwAranA/PElAnA/nikAlanA/JAdZanA/GatAnA/CutakArA_pAnA/CodZa_xenA/bahAnA
sheen	@@@noun::camaka
sheeny	@@@adjective::camakIlA@@@noun::yahUxI
sheep	@@@noun::xabbU/memanA/BedZa_kA_camadZA/BedZa
sheepcote	@@@noun::BedZoM_kA_bAdZA
sheepdog	@@@noun::BedZoM_kI_raKavAlI_karane_vAlA_kuwwA
sheepfold	@@@noun::BedZoM_kA_bAdZA
sheepish	@@@adjective::SarmiMxA/BedZa_jEsA
sheepishly	@@@adverb::lajjiwa_DaMga_se
sheeplike	@@@adjective::BedZa_jEsA
sheepskin	@@@noun::BedZa_kA_camadZA
sheer	@@@adjective::viSuxXa/pAraxarSI/nirA/KadZA@@@verb::Jatake_se_mudZanA
sheet	@@@noun::waKwA/viswAra/samAcArapatra/rassI/PElAva/pawwara/patra/Palaka/kAgaja/jahAja_ke_maswUla_kI_rassI/caxxara/cAxara/aMka_patra@@@verb::kasanA/cAxara_dAlanA/cAxara_biCAnA/bAMXanA
sheeting	@@@noun::cAxara_kA_kapadZA/cAxara
sheik	@@@noun::SeKa/muKiyA
sheikh	@@@noun::SeKa/muKiyA
sheikhdom	@@@noun::SeKa_kA_rAjya
sheila	@@@noun::waruNI
shelf	@@@noun::wAka/SelPa/selPa/pattI/KAnA/cattAna
shell	@@@noun::wAbUwa/sIpa/SaMKa/KopadZI/Kola/kavaca/golA/DAzcA/CilakA/AvaraNa@@@verb::gole_barasAnA/golAbArI_karanA/CIlanA/CilakA_hatAnA
shellfire	@@@noun::bamabArI
shellfish	@@@noun::kavaca_prANiyoM_kA_mAMsa/kavaca_prANI
shelling	@@@noun::golAbArI
shelter	@@@noun::suviXA/surakRA/SaraNa_sWAna/SaraNa_sWAla/SaraNa/rakRA/panAha/ota/kutiyA/hiPAZjZawa/CawarI/ASraya@@@verb::SaraNa_lenA/sahAyawA_karanA/roknA/rakRA_karanA/CipanA/bacAnA/ASraya_xenA
shelterbelt	@@@noun::vAwaroXI/vAwaroXaka
shelve	@@@verb::sWagiwa_karanA/SelPZa_meM_raKanA
shelving	@@@noun::SelPZa_banAne_kA_sAmAna/SelPZa
shenanigan	@@@noun::Cala-kapata
shenanigans	@@@noun::SarArawa/Cala-kapata
shepherd	@@@noun::Xarmaguru/gadZariyA@@@verb::le_calanA
sherbert	@@@noun::Sarbarta
sherbet	@@@noun::Sarbawa
sherd	@@@noun::TIkarA
sheriff	@@@noun::SeriPZa/nyAyAXISa
sherry	@@@noun::SErII/SErI
shibboleth	@@@noun::nArA
shield	@@@noun::vijaya-cinha/SIlda/rakRaka/kulacinha/DAla/cinha/bEca
shift	@@@noun::sWAnAnwaraNa/SiPta/samIja/parivarwana/pAlI_ke_karmacArI/pAlI/kArya-pAlI@@@verb::sWAnAnwariwa_karanA/lagAnA/KisakAnA/Kisaka_jAnA/kA_sWAna_baxalanA/jalxI_se_nikalanA/hiladula_karanA/dAlanA/dagamagAnA/calA_jAnA/baxalanA
shiftily	@@@adverb::XUrwawApUrvaka
shiftiness	@@@noun::makkArI
shiftless	@@@adjective::nikammA
shifty	@@@adjective::XUrwa
shilling	@@@noun::SiliMga
shillyshally	@@@noun::hicakicAnA@@@verb::hicakicAnA
shim	@@@noun::PannI
shimmer	@@@noun::JilamilAhata@@@verb::JilamilAnA/camakanA
shimmy	@@@verb::larajZanA/kAzpanA
shin	@@@noun::narahara@@@verb::hAWa-pEra_ke_sahAre_se_jAnA
shinbone	@@@noun::prajaMGikAsWi/piMdalI_kI_haddI
shine	@@@adjective::baDiyA@@@noun::uwejanA/camaka@@@verb::xamakanA/roSanI_jalAnA/roSanI_dAlanA/roSani_dAlanA/prakASiwa_honA/pAliSa_karanA/lAita_dAlanA/jagamagAnA/camaknA/camakAnA/camakanA/Age_nikala_jAnA
shingle	@@@noun::waKwA/nAmapatta/bajarI@@@verb::waKwe_se_DAzkanA
shingled	@@@adjective::waKwe_se_DazkA_huA
shingles	@@@noun::BEMsiyA_xAxa
shingly	@@@adjective::kaMkarIlA
shininess	@@@noun::camaka
shining	@@@adjective::camakIlA
shinny	@@@verb::hAWa-pEra_ke_sahAre_se__jAnA
shiny	@@@adjective::XUpaxAra/camakIlA
ship	@@@noun::vimAna/powa/jalayAna/jAhajZa/jahAjZa/havAI_jAhajZa@@@verb::lAxanA/caDanA/BejanA
shipboard	@@@noun::jahAjZI_waKwA
shipbuilder	@@@noun::powanirmAwA
shipbuilding	@@@noun::powanirmANa
shipload	@@@noun::powa-BAra
shipmate	@@@noun::sahanAvika
shipment	@@@noun::powa_laxAna/nOBAra
shipowner	@@@noun::jahAjZa_kA_mAlika
shipper	@@@noun::jahAjZa_se_mAla_viwaraNa_karane_vAlA
shipping	@@@noun::powaparivahana/nOparivahana/jahAjZa/jahAjarAnI
shipshape	@@@adjective::suvyavasWiwa
shipway	@@@noun::powa-saMwaraNa_maMca/jahAjI_nahara
shipwreck	@@@adjective::tUte_hue_jahAjZa_kA@@@noun::powaBaMga_xurGatanA/powaBaMga@@@verb::tUta_jAnA/pUrI_waraha_se_barabAxa_kara_xenA/powa_BaMga_honA/nuksAna_uTAnA
shipwrecked	@@@adjective::naRta-powa_kA
shipyard	@@@noun::powa_kAraKAnA
shire	@@@noun::SAyara_GodZA/SAyara/kAuMtI_SAyara
shirk	@@@verb::tAlanA/jI_curAnA/BAganA
shirt	@@@noun::kamIjZa
shirtfront	@@@noun::kamIjZa_ke_Age_lagAyA_jAne_vAlA_UparI_vaswra/kamIjZa_kA_sAmane_kA_hissA
shirtsleeve	@@@noun::kamIjZa_kI_AswIna
shirttail	@@@noun::saMkRipwa_pariSiRta/kamIjZa_kA_pICe_kA_pallA
shirty	@@@adjective::gussEla
shit	@@@EXCLAMATION::Xaw_were_kI!@@@noun::paKAnA/mala_visarjana/mala/kamInA_AxamI/bakavAsa/anuciwa_vyavahAra@@@verb::paKAnA_karanA/awyaXika_BayaBIwa_honA
shite	@@@noun::paKAnA
shitty	@@@adjective::raxxI/GatiyA
shiver	@@@noun::kazpakazapI@@@verb::kAzpanA
shivering	@@@adjective::kAzpawA_huA
shivery	@@@adjective::TiTurA_huA/dara_se_kazpakazpA_xene_vAlA
shoal	@@@noun::JuMda/CiCalA_pAnI/baluA_pAnI@@@verb::uWalA_karanA/uWalA_ho_jAnA
shoat	@@@noun::sUara_kA_baccA
shock	@@@noun::XakkA/takkara/saxamA/saMkRoBa/Saka/nukasAna/JatakA/AGAwa@@@verb::saxamA_pahuzcAnA/Saka_xenA/kRubXa_karanA/hilanA/cakiwa_honA/cakiwa/BOMcakkA_kara_xenA/bijalI_kA_JatakA_lagavAnA/AScaryacakiwa_kara_xenA
shocked	@@@verb::swabaXa_honA
shocking	@@@adjective::SarmanAka/KarAba
shockingly	@@@adverb::uxvegakArI_DaMga_se
shockproof	@@@adjective::AGAwasaha
shod	@@@adjective::jUwA_pahanA_huA
shoddily	@@@adverb::galawa_DaMga_se/bekAra_DaMga_se
shoddiness	@@@noun::nakalIpana/GatiyApana
shoddy	@@@adjective::saswA/GatiyA/galawa
shoe	@@@noun::roka/nAla/jUwA@@@verb::nAla_lagAnA/jUwA_pahanAnA
shoeblack	@@@noun::jUwe_para_pAliSa_karane_vAlA
shoebox	@@@noun::jUwe_kA_baksA/CotA-sA_kamarA
shoehorn	@@@noun::jUwA_pahanane_kA_cappA@@@verb::kisI_waraha_se_raKanA
shoelace	@@@noun::jUwe_kA_PIwA/jUwe_kA_baMxa
shoemaker	@@@noun::mocI
shoemaking	@@@noun::mocI_kA_kAma/jUwe_banAnA
shoeshine	@@@noun::bUta_pAliSa_kA_kAma
shoestring	@@@adjective::bahuwa_kama_pEse_kA@@@noun::jUwoM_kA_PZIwA
shoetree	@@@noun::SU_trI@@@verb::SU_trI_para_PElAnA
shogunate	@@@noun::wAnASAhI/niraMkuSawA
shoo	@@@EXCLAMATION::BAgo!@@@verb::BagAnA
shoot	@@@adverb::wejIZ_se@@@noun::SAKA/Pilma/kalI/DAlU_praNAla@@@verb::xenA/xAgZanA/wejIZ_se_calanA/wejI_se_nikala_jAnA/wejIEY_se_nikala_jAnA/vikIrNa_karanA/uwAranA/SikAra_karanA/pUrA_karanA/Pilma_banAnA/PeMkanA/PElAnA/Payara_karanA/niSAnA_lagAnA/nikAlanA/nikalanA/naRta_karanA/mAranA/maranA/mAra_dAlanA/lenA/lagAnA/kroXiwa_honA/Kika_mAranA/kIka_mAranA/KelanA/golI_calAnA/girAnA/GAyala_karanA/dAlanA/DakelanA/COdZanA/CodZanA/calAnA/bolanA/bOCAra_karanA/BejanA/BaranA/barAbara_karanA/banAnA/AwmahawyA_karanA
shooter	@@@noun::piswOla_se_hawyA_karane_vAlA_vyAvasAyika_hawyArA/niSAnebAjZa/kaMcA/hArA_huA_juArI/gola_mArane_vAlA_KilAdZI/bAsketa_meM_geMxa_dAlane_vAlA_KilAdZI
shop	@@@noun::xUkAna/saMsWA/peSA/kArobAra/kAraKZAnA/kAraKAZnA/bAwacIwa/BaMdAra/baDZI_xUkAna@@@verb::pakadZAnA/pakadZanA/KarIxaxArI_karanA/KarIxanAanA/KarIxanA
shopfront	@@@noun::xukAna_kA_agraBAga
shopkeeper	@@@noun::xukAnaxAra
shoplift	@@@verb::uTAIgirI_karanA
shoplifter	@@@noun::uTAIgIrA
shoplifting	@@@noun::uTAIgirI
shopper	@@@noun::KarIxAra
shopping	@@@noun::KarIxaxArI/KarIxA_huA_sAmAna
shopworn	@@@adjective::GisA-pitA/gaMxA
shore	@@@noun::wata/pulIna/kinArA@@@verb::uTAnA/teka_lagAnA/sahArA_xenA/majbUwa_karanA/gaxama_lagAnA
shoreline	@@@noun::watareKA
shorn	@@@adjective::kawarA_huA
short	@@@adjective::WodZA/TodZA/TiganA/saMkRipwa/nikata_xqRti/nAtA/laGu/kuCa_kama/kamI/kamajZora/kamajora/kama/harasva/garamamijAZja/CotI/Coti/CotA/cidZacidZA/axUraxarSI/aparyApwa/aparyapwa/alpakAlIna/alpa@@@adverb::ruKAI_se/ekAeka/acAnaka_hI/acAnaka@@@noun::weja_mijAja/saMkRipwa_samAcAra/laGu_Pilma/laGu_paripaWa
shortage	@@@noun::kamI
shortbread	@@@noun::KAswA_dabalarotI
shortcake	@@@noun::KAswA_keka_rotI/KAswA_keka
shortcoming	@@@noun::xoRa/kamI
shortcrust	@@@noun::kurakurI_pEstrI
shorten	@@@verb::saMkRipwa_karanA/kama_honA
shortened	@@@adjective::saMkRipwa
shortening	@@@noun::SartaniMga/laMbAI_kama_karanA
shortfall	@@@noun::kamI
shorthand	@@@noun::SOrtahENda/ASulipi
shortlist	@@@verb::saMkRipwa_sUcI_meM_nAma_raKanA
shortly	@@@adverb::SIGra/ruKAI_se/kuCa_samaya
shorts	@@@noun::jAMGiyA/hAPZa-pEMta
shortsighted	@@@adjective::axUraxarSI
shot	@@@adjective::vinASa_yogya/raMga_biraMgA/GisA-pitA/baraKAswa@@@noun::xqSya/xeya/xAzva/xaMda/suI/PZoto/prayawna/prayasa/Pilma_KaMda/niSAnebAjZa/niSAnebAja/niSAnA/mAra/kOSalayukwa_prayawna/golI/golA/GAva/citraa/citra/CarrA/astra/anumAna@@@verb::xAgZanA/Tokara_mAranA/mAranA/golI_mAranA
shotgun	@@@noun::banxUka
should	@@@verb::nA_cAhiye
shoulder	@@@noun::putaTA/patarI/pahAdZa/kaMXA/bowala@@@verb::XakkA_xenA/boJa_uTAnA/boJa_lenA/Age_baDanA
shout	@@@noun::Sora/pukAra/cIwkAra/cIKa@@@verb::pukArnA/pukAra_karanA/jorZa_se_kahanA/gAlI_xenA/cillAnA/cIKanA/bulAnA
shouted	@@@adjective::cillA_kara_kahA_gayA
shouter	@@@noun::jZora_se_bolane_vAlA
shouting	@@@adjective::cillAwA_huA/cIKawA_huA
shove	@@@noun::XakkA@@@verb::XakelanA/dAlanA
shovel	@@@noun::Savala/belacA@@@verb::belace_se_dAlanA
shovelful	@@@adjective::belacA_Bara
show	@@@noun::xqSya/xiKAvA/saMsWA/praxarSana/praxaerSana/prarxaSanI/praBAva/kAryakrama/kAma/avasara/aBivyakwi@@@verb::xiKAnA/xikAnA/xiKAI_padZanA/xiKAI_jAnA/xarSAnA/siXxa_karanA/saMkewa_karanA/samaJAnA/sAbIwa_karanA/pramANiwa_karanA/prakata_karanA/mArga_praxarSiwa_karanA/bawAnA/bawalAnA/AnA
showbiz	@@@noun::manoraMjana_vyavasAya
showcase	@@@noun::praxarSana-maMjURA/praxarSanaa
showdown	@@@noun::nirNAyaka_muTaBedZa/aMwima_mukZAbalA
shower	@@@noun::varRA/upahAraxAna/PuhAra-snAna/PuhArA/bOCAra@@@verb::sarAbora_karanA/PuhAre_meM_snAna_karanA/giranA/barasAnA
showerless	@@@adjective::bOCAra-rahiwa
showerproof	@@@adjective::bOCAraroXI
showery	@@@adjective::bOCArI
showily	@@@adverb::BadZakIle_DaMga_se
showing	@@@noun::praxarSana
showjumping	@@@noun::praxarSana-kUxa
showman	@@@noun::praxarSana_Ayojaka/kOwukiyA
showmanship	@@@noun::kOwukakalA
showpiece	@@@noun::uwwama_praxarSana-vaswu
showproof	@@@adjective::barasAwI
showroom	@@@noun::praxarSana_kakRa
showstopper	@@@noun::praBAvaSAlI_praxarSana
shrapnel	@@@noun::bama_kA_tukadZA
shred	@@@adjective::leSamAwra@@@noun::kawarana/ciWadZA@@@verb::kawaranA
shredder	@@@noun::kawaranI_maSIna
shrew	@@@noun::karkaSA/JagadZAlU_swrI/CaCUMxara
shrewd	@@@adjective::XUrwa/samaJaxArIpUrNa/cawura
shrewdly	@@@adverb::smaJaxArI_se
shrewdness	@@@noun::samaJaxArI/kuSAgrawA
shrewish	@@@adjective::karkaSA/JagadZAlU
shrewmouse	@@@noun::CaCUMxara
shri	@@@adjective::SrI
shriek	@@@noun::TahAkA/cIKa@@@verb::TahAkA_lagAnA/cillAwe_hue_xenA/cillAkara_bolanA/cIKa_mAranA
shrieking	@@@noun::cIwkAra
shrill	@@@adjective::wIKA/karNaBexI
shrillness	@@@noun::wIKApana
shrilly	@@@adverb::wIKI_AvAjZa_meM
shrimp	@@@noun::nAtA_AxamI/JIMgI@@@verb::JIMgI_pakadZanA
shrimping	@@@noun::JIMgI_pakadZanA
shrimpy	@@@adjective::kamajora
shrine	@@@noun::wIrWa_sWAna/puNya_sWala
shrink	@@@noun::manoviSleRaka/manoroga_cikiwsaka/manaScikiwsaka@@@verb::sikudZanA/sikodZanA/saMkoca_karanA/sahama_kara_pICe_hata_jAnA/Kisaka_jAnA/GatanA
shrinkage	@@@noun::uTAIgirI/sikudZana/hrAsa
shrinking	@@@noun::sikudZanaa/hrAsa
shrinkwrap	@@@verb::AvaraNaveRtiwa_karanA
shrivel	@@@verb::muraJAnA/kumhalAnA
shriveled	@@@adjective::sUKA/JurrIxAra/GatawA_huA
shrivelled	@@@adjective::sUKA/JurrIxAra/GatawA_huA
shroud	@@@noun::pErASUta_kI_rassI/paraxA/kaPZana/jahAja_ke_maswUla_kI_rassI@@@verb::kaPZana_meM_lapetanA/DakanA
shrub	@@@noun::JAdZI
shrubbery	@@@noun::JAdZiyoM_kA_Juramuta/JAdZa-JaMKAdZa
shrug	@@@noun::skaMXa_kaMpana@@@verb::kaMXe_ucakAnA
shrunk	@@@adjective::sikudZA_huA
shrunken	@@@adjective::sikudZA_huA/JurrIxAra/GatawA_huA
shudder	@@@noun::kazpakazpI@@@verb::roMgate_KadZe_kara_xenA/kAzpa_uTanA/hilanA
shuddery	@@@adjective::dara_se_kazpakazpA_xene_vAlA
shuffle	@@@noun::pEra_GasIta_kara_calanA@@@verb::wASa_PeMtanA/pEra_GasIta_kara_calanA/hera-Pera
shuffling	@@@noun::pEra_GasIta_kara_calanA
shun	@@@verb::nikAla_xenA/bacanA
shunning	@@@noun::kannI_kAtanA
shunt	@@@noun::vixyuw_upamArga/SaMta/pArSvapaWa@@@verb::xUsarI_patarI_para_le_jAnA/vixyuw_upamArga_para_le_jAnA/hatA_kara_dAla_xenA
shush	@@@EXCLAMATION::SSa!@@@verb::cupa_rahane_ko_kahanA
shut	@@@adjective::banxa@@@verb::XyAna_nahIM_xenA/nikAla_xenA/baMxa_karanA/atakAnA
shutter	@@@noun::Satara/kivAdZa@@@verb::kapAta_baMxa_karanA
shuttered	@@@adjective::kivAdZa-baMxa/kapAtaxAra
shuttle	@@@noun::Satala/niyamiwa_AvAgamana_yAwrA_sevA/DarakI/cidZiyA/BaranI/aMwarikRa_yAna@@@verb::le_jAnA/iXara_se_uXara_AnA-
shuttlecock	@@@noun::Satalakaka/cidZiyA
shy	@@@adjective::xUra/SarmIlA/saMkocI/kama@@@verb::PeMkanA/cOMka_jAnA
shyly	@@@adverb::SarmAwA_huA
shyness	@@@noun::saMkoca
shyster	@@@noun::beImAna_AxamI
siamese	@@@adjective::syAmI/aBinna
sibilant	@@@adjective::sisakArayukwa@@@noun::URma_vyaMjana
sibling	@@@noun::sahoxara/sahoxar
sibyllic	@@@adjective::BaviRyasUcaka
sibylline	@@@adjective::BaviRyasUcaka
sic	@@@adverb::evameva@@@noun::CU
sick	@@@adjective::UbA_huA/nirASa/jI_micalAwA_huA/hErAna/bImAra/BaxxA@@@noun::ulatI/rogI
sickbay	@@@noun::rogIkakRa
sickbed	@@@noun::roga-SayyA
sicken	@@@verb::waMga_karanA/ciDZa_pExA_karanA/bImAra_ho_jAnA
sickening	@@@adjective::vIBawsa
sickeningly	@@@adverb::GinOne_DaMga_se
sickle	@@@noun::xarAzwI/hazsiyA
sickly	@@@adjective::vivarNa/bImAra-jEsA/asvasWa
sickness	@@@noun::micalI/bImArI
sickroom	@@@noun::rogIkakRa
side	@@@adjective::samawala/sAIda/gONa/bagalI@@@noun::xala/vaMSapakRa/sirA/pqRTa/Palaka/Palak/pakkRa/kinArA/Bagala/bagala/BAga/Baga@@@verb::samarWana_karanA/pakRa_lenA
sideboard	@@@noun::alamArI
sideboards	@@@noun::galamucCA
sideburns	@@@noun::galamucCA
sidecar	@@@noun::sAida_kAra/pArSva_gAdZI
sidekick	@@@noun::sahAyaka
sidelight	@@@noun::prAsaMgika_sUcanA/pArSva_bawwI
sideline	@@@noun::upavyavasAya@@@verb::Kela_ke_bAhara_kara_xenA/alaga_raKanA
sidelines	@@@noun::pArSva-kRetra
sidelong	@@@adjective::wiraC@@@adverb::wiraCI_najZara_se
sideshow	@@@noun::gONa_bAwa/awirikwa_praxarSana
sidesplitter	@@@noun::jZabarxaswa_majZAka
sidestep	@@@noun::bacAva@@@verb::tAla_xenA/tAla_jAnA/kawarAkara_bacanA
sidetrack	@@@noun::bagala_kI_rela-patarI@@@verb::Bataka_jAnA
sidewalk	@@@noun::patarI
sideways	@@@adjective::eka_waraPZA/eka_warapZa@@@adverb::wIraCA_hokara/kI_waraPZa/ki_aora_se/eka_waraPZa_se
siding	@@@noun::sAidiMga/bagala_kI_rela-patarI
sidle	@@@verb::xubaka_kara_calanA/wiraCA_calanA
siege	@@@noun::GerAbaMxI
sierra	@@@noun::xAzwexAra_parvawamAlA/siyerA
siesta	@@@noun::xopahara_kA_ArAma
sieve	@@@noun::CalanI@@@verb::jAzca_kara_nikAlanA/CAzta_kara_nikAlanA/CalanI_se_CAnanA
sift	@@@verb::jAzca_kara_nikAlanA
sifting	@@@noun::PatakanA
sigh	@@@noun::sAzsa@@@verb::sAzsa_lewe_hue_kahanA/sAzsa_lenA/sarasarAnA/gaharI_sAzsa_lenA
sight	@@@noun::xqSya/xqRti-Sakwi/xqRtikRetra/xqRti/xarSanIya_sWAna/xarSana/sWAna/pracura/najZArA/mAtrA/lakRaka@@@verb::XyAna_se_xeKanA/xiKAI_xenA/xeKanA/paryatana_karanA/niSAnA_lagAnA/nirIkRaNa_karanA/avalokana_karanA
sighted	@@@adjective::xqRtiyukwa/AzKaxAra
sightless	@@@adjective::xqRtihIna
sightlessness	@@@noun::xqRtihInawA
sightsee	@@@verb::xarSanIya-sWaloM_kI_sEra_karanA
sightseeing	@@@noun::xarSanIya-sWaloM_kI_sEra
sign	@@@noun::TappA/saMkewa/Sakuna/sAina_borda/rASi/prawIka/patata/niSAna/nAmapatta/lakRaNa/iSArA_karanA/iSArA/haswAkRara/cinha/cihna@@@verb::xenA/sOMpanA/krUsa_kA_cinha_banAnA/kAma_xenA/iSArA_karanA/haswAkRara_karanA
signal	@@@adjective::viSiRta/uwkqRta@@@noun::siganala/saMkewa_parccI/saMkewaka_bawwI/saMkewaka/saMkewa/niSAna/iSArA/cinha@@@verb::saMkewa_xekara_sAvaXAna_karanA/saMkewa_karanA_karanA/saMkewa_karanA/iSArA_karanA
signaling	@@@noun::saMkewanaa
signalman	@@@noun::siganalara/saMkewakAra
signatory	@@@noun::haswAkRarakarwA
signature	@@@noun::xaswaKZawaa/xaswaKawa/saMkewa-Xuna/saMkewa-sura/haswAkRara/aMkiwa-aMka/aMkiwa-akRara
signboard	@@@noun::sUcanA-patta/nAmapatta
signed	@@@adjective::xaswaKZawI/xaswaKawI/sAMkewika/haswAkRariwa
signet	@@@noun::muxrA
significance	@@@noun::mawalaba/mahawva/arWa
significant	@@@adjective::uxxeSapUrNa/mahawvapUrNa/arWapUrNa
significantly	@@@adverb::ulleKanIya_DaMga_se/sAragarBiwa_DaMga_se/mahawvapUrNa_DaMga_se/arWapUrNa_DaMga_se
signification	@@@noun::arWa
significative	@@@adjective::jawAne_vAlA
signifier	@@@noun::Sabxa_rUpa
signify	@@@verb::sUciwa_karanA/mahawwvapUrNa_honA/jZAhIra_karanA
signing	@@@noun::saMkewa_BARA/karAranAme_para_xaswaKawa_karane_vAlA/haswAkRara_karanA
signpost	@@@noun::xiSA_nirxeSa_sUcaka/xiSA_nirxeSa_patta@@@verb::xiSA_nirxeSa_patta_se_yukwa_karanA/AgAha_karanA
signposting	@@@noun::xiSA_nirxeSa_pattIkaraNa
silage	@@@noun::parirakRiwa_cArA
silence	@@@noun::vismqwi/sannAtAA/niswabXawA/mOna/KZAmoSI/cuppI@@@verb::xabA_xenA/SAMwa_karanA/KAZmoSa_karanA/cupa_kara_xenA
silent	@@@adjective::SAMwa/niRkriya/mUka/mOnI/mOnAvalaMbI/KZAmoSa/KAZmoSa/cupa_rehane_vAlA/cupa/CipA_huA/anaBivyakwa
silently	@@@adverb::KAmoSI_se/cupacApa/binA_AvAjZa_kie
silhouette	@@@noun::CAyAciwra/CAyA/AkAra@@@verb::CAyA_kI_waraha_laganA
silica	@@@noun::silikA
silicate	@@@noun::siliketa
silicon	@@@noun::silikana
silk	@@@adjective::silka/reSamI@@@noun::semala/salAhakAra/reSama_kA_vastra/reSama/reSA
silken	@@@adjective::reSamI/reSama_sA_narama
silkily	@@@adverb::reSama_kI_waraha/mulAyama_warIke_se
silkiness	@@@noun::cikanApana
silkworm	@@@noun::reSama_kIta
silky	@@@adjective::reSamI/reSama_sA_narama
sill	@@@noun::xehalI/sila
silliness	@@@noun::mUrKawA/bevakUPZI
silly	@@@adjective::nAxAna/nAsamaJa/mUrKa@@@noun::mURKa_vyakwi
silo	@@@noun::sAilo/KawwI/buKArI
silt	@@@noun::kIcadZa@@@verb::kIcadZa_se_avaruxXa_ho_jAnA
silver	@@@adjective::sumaXura/rAjawa/rajawa/cAzxI_kI_waraha_camakawA/cAzxI_ke_waraha_kA/cAzxI_kA/cAzxI-jEsA/camakIlA@@@noun::rajawa_paxaka/rajawa/cAzxI_ke_barwana/cAzxI_kA_sikkA/cAzxI_kA_barwana/cAzxI/camakIlA_raMga@@@verb::paliwa_karanA/cAzxi_kI_kalAI_karanA/cAzxI_caDAnA
silverfish	@@@noun::silvarafiSa/rajawa_mIna
silverish	@@@adjective::cAzxI_jEs
silvern	@@@adjective::sumaXura/cAzxI_kI_waraha_camakawA
silverplate	@@@verb::cAzxI_kI_parawa_caDZAnA
silversmith	@@@noun::sunAra
silverware	@@@noun::cAzxI_ke_barwana
silvery	@@@adjective::sumaXura/rupahalA/cAzxI_kI_waraha_camakawA
simian	@@@adjective::vAnarIya/baMxara_jEsA@@@noun::vAnara
similar	@@@adjective::samAna/sama/EsA@@@noun::wulya_vaswu
similarity	@@@noun::samAnawA/samanawA
similarly	@@@adverb::usI_waraha_se/eka__jEse_
simile	@@@noun::upamA
simmer	@@@noun::kama_wApa@@@verb::XImI_Azca_para_pakAnA/XImI_Azca_para_pakanA/KaxakanA/aMxara-hI-aMxara_ubalanA
simper	@@@noun::banAvatI_muskurAhata@@@verb::banAvatI_DaMga_se_muskurAnA
simperingly	@@@adverb::kAwarawApUrvaka
simple	@@@adjective::sIXA-sAXA/sIXA-sAx/sAXAraNa/sAXA/sAxA/sarala/sAmAnya/sahaja/prAWamika/pariSuxXa/mUrKa/ImAnaxAra/AsAna
simpleness	@@@noun::saralawA/BolApana
simpleton	@@@noun::buxXU
